,mean of diseased pixels in red plane,mean of diseased pixels in green plane,mean of diseased pixels in blue plane,mean of background pixels in red plane,mean of background pixels in green plane,mean of background pixels in blue plane,mean of boundary region pixels of disease in red plane,mean of boundary region pixels of disease in green plane,mean of boundary region pixels of disease in blue plane,mean of core region pixels of disease in red plane,mean of core region pixels of disease in green plane,mean of core region pixels of disease in blue plane,standard deviation of diseased pixels in red plane,standard deviation of diseased pixels in green plane,standard deviation of diseased pixels in blue plane,standard deviation of background pixels in red plane,standard deviation of background pixels in green plane,standard deviation of background pixels in blue plane,standard deviation of boundary region pixels of disease in red plane,standard deviation of boundary region pixels of disease in green plane,standard deviation of boundary region pixels of disease in blue plane,standard deviation of core region pixels of disease in red plane,standard deviation of core region pixels of disease in green plane,standard deviation of core region pixels of disease in blue plane,hight,width,perimeter,area,label
75,196.68038940429688,193.4451141357422,161.94749450683594,255.0,255.0,221.95770263671875,2.16339111328125,2.35015869140625,2.544708251953125,0.3704833984375,0.3515167236328125,0.1481475830078125,55.392566718829045,46.76053677311118,81.34657612283715,0.0,0.0,85.63873196511737,23.38769917665469,24.36733921530624,25.346105502828014,4.860223786473952,4.498764053560491,1.965067531664117,"[27.005994494399964, 27.005994494399964, 27.005994494399964, 27.005994494399964, 11.045919432832529, 11.045919432832529, 11.045919432832529, 11.045919432832529]","[3081.0, 3081.0, 3081.0, 3081.0, 2102.107221447625, 2102.107221447625, 2102.107221447625, 2102.107221447625]","[6216.0119889888, 6216.0119889888, 6216.0119889888, 6216.0119889888, 4226.306281760914, 4226.306281760914, 4226.306281760914, 4226.306281760914]","[83205.4690372463, 83205.4690372463, 83205.4690372463, 83205.4690372463, 23219.70700728591, 23219.70700728591, 23219.70700728591, 23219.70700728591]",Brown spot
76,202.02313232421875,194.6804962158203,146.58384704589844,255.0,255.0,199.89578247070312,2.8948974609375,3.042755126953125,2.7898406982421875,22.596817016601562,22.095062255859375,9.75640869140625,42.19075488951969,37.06454177255445,79.42463511579018,0.0,0.0,104.9528497967284,27.01515169732941,27.688340481337036,26.525952705420202,53.36373427929235,52.154912660108316,27.516979540462593,"[52.45082970181004, 52.45082970181004, 52.45082970181004, 52.45082970181004]","[3081.0, 3081.0, 3081.0, 3081.0]","[6266.90165940362, 6266.90165940362, 6266.90165940362, 6266.90165940362]","[161601.00631127672, 161601.00631127672, 161601.00631127672, 161601.00631127672]",Brown spot
77,210.20220947265625,203.41099548339844,172.34754943847656,255.0,254.9260711669922,209.04739379882812,3.984375,3.680877685546875,3.4201812744140625,13.729415893554688,13.646743774414062,6.8921661376953125,45.0054891536146,37.60918813339961,78.13719425012245,0.0,4.34124255768349,98.01159403161877,31.624996140068934,30.415044785081218,29.33340391133858,34.67053681774479,34.55132881957313,17.980846360708338,"[0.7474153689645404, 0.7474153689645404, 0.7474153689645404, 0.7474153689645404, 21.14009903031488, 21.14009903031488, 21.14009903031488, 21.14009903031488, 6.429510113419653, 6.429510113419653, 6.429510113419653, 6.429510113419653]","[3081.0, 3081.0, 3081.0, 3081.0, 70.81933175155484, 70.81933175155484, 70.81933175155484, 70.81933175155484, 656.1693996229736, 656.1693996229736, 656.1693996229736, 656.1693996229736]","[6163.494830737929, 6163.494830737929, 6163.494830737929, 6163.494830737929, 183.91886156373943, 183.91886156373943, 183.91886156373943, 183.91886156373943, 1325.1978194727865, 1325.1978194727865, 1325.1978194727865, 1325.1978194727865]","[2302.786751779749, 2302.786751779749, 2302.786751779749, 2302.786751779749, 1497.1276864885922, 1497.1276864885922, 1497.1276864885922, 1497.1276864885922, 4218.84779099241, 4218.84779099241, 4218.84779099241, 4218.84779099241]",Brown spot
78,182.83827209472656,181.30853271484375,125.10856628417969,255.0,254.91439819335938,138.80332946777344,4.9999237060546875,3.7236785888671875,3.073883056640625,35.489593505859375,36.74757385253906,7.9012908935546875,54.874667829537145,49.327833835114355,96.81672804431405,0.0,4.671309562002848,126.99797141270787,35.35507471322296,30.588760320221297,27.82788929109531,55.87134854501082,57.816475147626676,13.36050482406658,"[19.013428991234825, 19.013428991234825, 19.013428991234825, 19.013428991234825]","[3081.0, 3081.0, 3081.0, 3081.0]","[6200.02685798247, 6200.02685798247, 6200.02685798247, 6200.02685798247]","[58580.37472199449, 58580.37472199449, 58580.37472199449, 58580.37472199449]",Brown spot
79,164.36907958984375,167.394775390625,102.38648986816406,255.0,254.9883270263672,118.32504272460938,6.661376953125,5.3968048095703125,3.182830810546875,14.081588745117188,15.752029418945312,2.3572540283203125,57.95557289782031,48.764476386748676,92.47437534358531,0.0,1.7252454950104217,127.1694545045891,40.67280639610758,36.70231224715724,28.310624237570014,34.83151602267411,38.91068060201749,6.579271504427787,"[0.70713227698108, 0.70713227698108, 0.70713227698108, 0.70713227698108, 0.5000180282492057, 0.5000180282492057, 0.5000180282492057, 0.5000180282492057, 6.000216338990468, 6.000216338990468, 6.000216338990468, 6.000216338990468]","[3081.0, 3081.0, 3081.0, 3081.0, 2815.1249900228977, 2815.1249900228977, 2815.1249900228977, 2815.1249900228977, 34.001225920945984, 34.001225920945984, 34.001225920945984, 34.001225920945984]","[6163.414264553962, 6163.414264553962, 6163.414264553962, 6163.414264553962, 5631.250016102294, 5631.250016102294, 5631.250016102294, 5631.250016102294, 80.00288451987291, 80.00288451987291, 80.00288451987291, 80.00288451987291]","[2178.6745453787075, 2178.6745453787075, 2178.6745453787075, 2178.6745453787075, 1407.6132467863142, 1407.6132467863142, 1407.6132467863142, 1407.6132467863142, 204.01471131656632, 204.01471131656632, 204.01471131656632, 204.01471131656632]",Brown spot
80,208.0520477294922,202.89910888671875,176.21609497070312,255.0,255.0,202.67784118652344,3.5680389404296875,4.5018768310546875,4.303436279296875,19.90802001953125,20.14306640625,11.372528076171875,52.511335252250866,45.47005993534951,78.11740076937812,0.0,0.0,102.97835789394712,29.95194531126731,33.58141892352017,32.845953897104806,44.39384770162932,44.69203508479985,30.313922299596587,[],[],[],[],Leaf smut
81,195.73289489746094,188.57131958007812,158.87957763671875,255.0,254.9883270263672,177.47589111328125,2.6264190673828125,5.21392822265625,2.6030731201171875,13.847030639648438,13.962509155273438,5.706146240234375,60.36392360834798,54.01560814282277,84.29473736236194,0.0,1.7252454950104217,117.29731585775292,25.745655654209028,36.08831735155204,25.6321605792646,34.989409121094745,35.45673342462006,14.871333830216663,"[6547.125, 6547.125, 6547.125, 6547.125, 6018.925911564808, 6018.925911564808, 6018.925911564808, 6018.925911564808]","[3081.0, 3081.0, 3081.0, 3081.0, 39793.40287194482, 39793.40287194482, 39793.40287194482, 39793.40287194482]","[19256.25, 19256.25, 19256.25, 19256.25, 91624.65756701925, 91624.65756701925, 91624.65756701925, 91624.65756701925]","[20171692.125, 20171692.125, 20171692.125, 20171692.125, 239513543.65528613, 239513543.65528613, 239513543.65528613, 239513543.65528613]",Leaf smut
82,184.55018615722656,177.51370239257812,142.25289916992188,255.0,254.9494171142578,157.21160888671875,2.7353668212890625,5.9493255615234375,2.8443145751953125,12.61773681640625,12.7037353515625,5.020904541015625,63.48201574384951,56.587111802569915,87.67136091075264,0.0,3.591110863775693,123.98979916655504,26.268542170849564,38.49264271976504,26.78077839182678,32.261279487263735,32.80759722616364,13.24363317190422,"[38.85756945969145, 38.85756945969145, 38.85756945969145, 38.85756945969145, 18.25952207679928, 18.25952207679928, 18.25952207679928, 18.25952207679928, 11.309213875558788, 11.309213875558788, 11.309213875558788, 11.309213875558788]","[3081.0, 3081.0, 3081.0, 3081.0, 89.6056483481118, 89.6056483481118, 89.6056483481118, 89.6056483481118, 27.264274324321836, 27.264274324321836, 27.264274324321836, 27.264274324321836]","[6239.715138919383, 6239.715138919383, 6239.715138919383, 6239.715138919383, 215.73034084982214, 215.73034084982214, 215.73034084982214, 215.73034084982214, 77.14697639976124, 77.14697639976124, 77.14697639976124, 77.14697639976124]","[119720.17150530935, 119720.17150530935, 119720.17150530935, 119720.17150530935, 1636.1563142182601, 1636.1563142182601, 1636.1563142182601, 1636.1563142182601, 308.3375094956617, 308.3375094956617, 308.3375094956617, 308.3375094956617]",Leaf smut
83,201.22213745117188,194.83773803710938,167.63331604003906,255.0,255.0,225.8214569091797,3.6302947998046875,3.8948822021484375,3.75091552734375,38.91741943359375,39.255889892578125,19.719589233398438,55.794075704437944,49.64574462023101,77.89140342688678,0.0,0.0,81.17352469405479,30.20837853339213,31.273388914206897,30.698763691383206,56.39313130237379,56.54927800055771,30.236242748385234,"[55.81371227995997, 55.81371227995997, 55.81371227995997, 55.81371227995997, 15.772827188899115, 15.772827188899115, 15.772827188899115, 15.772827188899115, 6.853025872964609, 6.853025872964609, 6.853025872964609, 6.853025872964609, 13.717622918733866, 13.717622918733866, 13.717622918733866, 13.717622918733866, 6.298056034238453, 6.298056034238453, 6.298056034238453, 6.298056034238453, 7.409255399674371, 7.409255399674371, 7.409255399674371, 7.409255399674371, 9.013044107942351, 9.013044107942351, 9.013044107942351, 9.013044107942351, 14.689464706673835, 14.689464706673835, 14.689464706673835, 14.689464706673835, 4.5065220539711754, 4.5065220539711754, 4.5065220539711754, 4.5065220539711754]","[3081.0, 3081.0, 3081.0, 3081.0, 13.519566161913525, 13.519566161913525, 13.519566161913525, 13.519566161913525, 73.36951456422487, 73.36951456422487, 73.36951456422487, 73.36951456422487, 27.255378693558992, 27.255378693558992, 27.255378693558992, 27.255378693558992, 37.28534280163129, 37.28534280163129, 37.28534280163129, 37.28534280163129, 77.78851362892382, 77.78851362892382, 77.78851362892382, 77.78851362892382, 61.96467824210366, 61.96467824210366, 61.96467824210366, 61.96467824210366, 87.9926560287364, 87.9926560287364, 87.9926560287364, 87.9926560287364, 48.445112080190135, 48.445112080190135, 48.445112080190135, 48.445112080190135]","[6273.62742455992, 6273.62742455992, 6273.62742455992, 6273.62742455992, 58.584786701625276, 58.584786701625276, 58.584786701625276, 58.584786701625276, 160.44508087437896, 160.44508087437896, 160.44508087437896, 160.44508087437896, 81.94600322458572, 81.94600322458572, 81.94600322458572, 81.94600322458572, 87.16679767173949, 87.16679767173949, 87.16679767173949, 87.16679767173949, 170.39553805719638, 170.39553805719638, 170.39553805719638, 170.39553805719638, 141.95544470009202, 141.95544470009202, 141.95544470009202, 141.95544470009202, 205.36424147082047, 205.36424147082047, 205.36424147082047, 205.36424147082047, 105.90326826832262, 105.90326826832262, 105.90326826832262, 105.90326826832262]","[171962.04753455668, 171962.04753455668, 171962.04753455668, 171962.04753455668, 213.2417807407501, 213.2417807407501, 213.2417807407501, 213.2417807407501, 502.8031815954867, 502.8031815954867, 502.8031815954867, 502.8031815954867, 373.8790074255355, 373.8790074255355, 373.8790074255355, 373.8790074255355, 234.8251782204632, 234.8251782204632, 234.8251782204632, 234.8251782204632, 576.3549646377472, 576.3549646377472, 576.3549646377472, 576.3549646377472, 558.490378130536, 558.490378130536, 558.490378130536, 558.490378130536, 1292.5650151806142, 1292.5650151806142, 1292.5650151806142, 1292.5650151806142, 218.31896599648226, 218.31896599648226, 218.31896599648226, 218.31896599648226]",Leaf smut
84,206.7557830810547,199.66993713378906,172.00918579101562,255.0,255.0,221.86431884765625,2.6419830322265625,6.0427093505859375,2.7042388916015625,2.7793731689453125,2.671844482421875,0.9977569580078125,50.67564896007955,49.24426443872214,82.00102330663982,0.0,0.0,85.7416195812621,25.821030166807837,38.78629330193535,26.120260515078098,16.574286856820144,15.969975284487525,6.249287887010742,"[1185.0, 1185.0, 1185.0, 1185.0, 1066.5, 1066.5, 1066.5, 1066.5, 1073.063138869284, 1073.063138869284, 1073.063138869284, 1073.063138869284]","[3081.0000000000005, 3081.0000000000005, 3081.0000000000005, 3081.0000000000005, 1896.0000000000002, 1896.0000000000002, 1896.0000000000002, 1896.0000000000002, 1910.7550863467563, 1910.7550863467563, 1910.7550863467563, 1910.7550863467563]","[8532.0, 8532.0, 8532.0, 8532.0, 5925.0, 5925.0, 5925.0, 5925.0, 5967.636450432081, 5967.636450432081, 5967.636450432081, 5967.636450432081]","[3650985.0000000005, 3650985.0000000005, 3650985.0000000005, 3650985.0000000005, 2022084.0000000002, 2022084.0000000002, 2022084.0000000002, 2022084.0000000002, 2050360.8505657003, 2050360.8505657003, 2050360.8505657003, 2050360.8505657003]",Leaf smut
85,208.6748046875,201.2000274658203,175.08241271972656,255.0,254.9883270263672,220.35850524902344,2.6342010498046875,6.14776611328125,2.7509307861328125,9.073272705078125,8.332077026367188,4.077606201171875,50.101685759837245,48.67051074657275,80.4383274455066,0.0,1.7252454950104217,87.37017799522378,25.78337162842368,39.11374861481714,26.342356202013782,29.288769749759727,26.991678158543227,13.296032269203906,"[1027.0, 1027.0, 1027.0, 1027.0, 1283.75, 1283.75, 1283.75, 1283.75]","[3081.0, 3081.0, 3081.0, 3081.0, 4493.125, 4493.125, 4493.125, 4493.125]","[8216.0, 8216.0, 8216.0, 8216.0, 11553.75, 11553.75, 11553.75, 11553.75]","[3164187.0, 3164187.0, 3164187.0, 3164187.0, 5768049.21875, 5768049.21875, 5768049.21875, 5768049.21875]",Leaf smut
86,222.97438049316406,219.14186096191406,199.9647216796875,255.0,255.0,242.23365783691406,2.9766082763671875,2.6886749267578125,2.9299163818359375,9.09246826171875,9.192352294921875,4.545623779296875,45.68287578677221,41.697595313582035,72.97893172453924,0.0,0.0,55.609691235988066,27.38932116067675,26.045789169488916,27.176170947424023,30.414249544465118,30.794864138893672,15.313098673375297,"[1059.350038626702, 1059.350038626702, 1059.350038626702, 1059.350038626702]","[3080.9999999999995, 3080.9999999999995, 3080.9999999999995, 3080.9999999999995]","[8280.700077253403, 8280.700077253403, 8280.700077253403, 8280.700077253403]","[3263857.469008868, 3263857.469008868, 3263857.469008868, 3263857.469008868]",Leaf smut
87,219.21334838867188,215.96482849121094,193.14430236816406,255.0,255.0,242.84454345703125,3.245086669921875,2.7820587158203125,3.36181640625,32.34577941894531,33.023284912109375,16.591522216796875,48.278528342020756,44.20269383462314,77.83339272379098,0.0,0.0,54.33126443116366,28.582626074851373,26.489339777274704,29.085415143064715,54.722378566838444,56.270328963673705,28.48483168521458,"[1709.0313045699309, 1709.0313045699309, 1709.0313045699309, 1709.0313045699309, 2065.030382343078, 2065.030382343078, 2065.030382343078, 2065.030382343078]","[3081.0, 3081.0, 3081.0, 3081.0, 5744.989503906861, 5744.989503906861, 5744.989503906861, 5744.989503906861]","[9580.062609139863, 9580.062609139863, 9580.062609139863, 9580.062609139863, 15620.039772499877, 15620.039772499877, 15620.039772499877, 15620.039772499877]","[5265525.449379957, 5265525.449379957, 5265525.449379957, 5265525.449379957, 11863577.871809755, 11863577.871809755, 11863577.871809755, 11863577.871809755]",Leaf smut
88,194.15110778808594,189.88589477539062,154.9624481201172,255.0,255.0,217.10952758789062,3.0466461181640625,4.536895751953125,3.50189208984375,12.454727172851562,13.299453735351562,5.7877960205078125,55.7136079639367,49.052746579969735,81.11826296111127,0.0,0.0,90.69940774599947,27.70582443390761,33.709419954724176,29.67691417080364,33.7517124844769,35.99438310258935,15.96757936216094,"[1641.46125256374, 1641.46125256374, 1641.46125256374, 1641.46125256374]","[3081.0, 3081.0, 3081.0, 3081.0]","[9444.92250512748, 9444.92250512748, 9444.92250512748, 9444.92250512748]","[5057342.119148883, 5057342.119148883, 5057342.119148883, 5057342.119148883]",Leaf smut
89,206.6492156982422,197.26666259765625,171.53048706054688,255.0,255.0,217.3857879638672,3.354034423828125,4.8598480224609375,3.5524749755859375,11.476882934570312,11.113937377929688,6.8789215087890625,51.670486594096545,44.77555582958266,72.74537387958726,0.0,0.0,90.42563310320094,29.052181177322087,34.866074096836904,29.88747296648296,33.49484508825278,32.43277307182355,22.523159820607546,[],[],[],[],Leaf smut
90,212.1733856201172,204.2854766845703,182.988037109375,255.0,254.99610900878906,242.486572265625,3.8287353515625,5.408477783203125,4.132232666015625,26.698501586914062,25.15216064453125,14.92828369140625,48.48197945459649,47.276913040115105,72.67001640216687,0.0,0.9960861503788008,55.08482729937709,31.01077716304661,36.74112413611477,32.19695611432699,51.40530662794038,48.49841096049378,31.171764110604574,"[29.118904196937454, 29.118904196937454, 29.118904196937454, 29.118904196937454, 0.0, 0.0, 0.0, 0.0, 22.167772318247952, 22.167772318247952, 22.167772318247952, 22.167772318247952]","[3081.0, 3081.0, 3081.0, 3081.0, 247.7906307577345, 247.7906307577345, 247.7906307577345, 247.7906307577345, 36.28374148502011, 36.28374148502011, 36.28374148502011, 36.28374148502011]","[6220.237808393875, 6220.237808393875, 6220.237808393875, 6220.237808393875, 495.581261515469, 495.581261515469, 495.581261515469, 495.581261515469, 116.90302760653611, 116.90302760653611, 116.90302760653611, 116.90302760653611]","[89715.3438307643, 89715.3438307643, 89715.3438307643, 89715.3438307643, 0.0, 0.0, 0.0, 0.0, 804.3297200940935, 804.3297200940935, 804.3297200940935, 804.3297200940935]",Leaf smut
91,204.27703857421875,196.5500030517578,172.28184509277344,254.99221801757812,254.99610900878906,235.54893493652344,3.4746551513671875,4.801483154296875,3.8014984130859375,22.389877319335938,21.3096923828125,11.421600341796875,52.55676979828905,50.704509945333044,76.7039826990962,1.408667795588339,0.9960861503788008,67.68809096940853,29.562879345180676,34.66012065565708,30.901953096078234,42.92362922956761,40.97053818088253,22.30627429179295,"[22.01505811973, 22.01505811973, 22.01505811973, 22.01505811973]","[3081.0, 3081.0, 3081.0, 3081.0]","[6206.03011623946, 6206.03011623946, 6206.03011623946, 6206.03011623946]","[67828.39406688813, 67828.39406688813, 67828.39406688813, 67828.39406688813]",Leaf smut
92,196.74302673339844,190.72828674316406,151.90386962890625,255.0,255.0,222.9187774658203,3.431854248046875,4.31121826171875,4.3540191650390625,23.132064819335938,22.776657104492188,10.531097412109375,50.817435321792736,48.08968123024895,83.80091229387504,0.0,0.0,84.56658268446385,29.382736592634046,32.87512819500639,33.03509352484769,47.81087076903185,47.33746830909838,22.304519422347965,"[71.05937213510266, 71.05937213510266, 71.05937213510266, 71.05937213510266]","[3081.0, 3081.0, 3081.0, 3081.0]","[6304.118744270206, 6304.118744270206, 6304.118744270206, 6304.118744270206]","[218933.9255482513, 218933.9255482513, 218933.9255482513, 218933.9255482513]",Leaf smut
93,205.3584747314453,198.21078491210938,169.0247802734375,255.0,255.0,224.05105590820312,3.0777740478515625,3.3345794677734375,3.369598388671875,13.427032470703125,12.723114013671875,6.7039947509765625,49.73775455738689,47.00663973674323,79.76908160789463,0.0,0.0,83.27150534853465,27.845281271923252,28.968920312212713,29.118609098141828,34.33650833864822,32.619641006826654,16.955569737580305,"[28.488560782653995, 28.488560782653995, 28.488560782653995, 28.488560782653995]","[3081.0, 3081.0, 3081.0, 3081.0]","[6218.977121565308, 6218.977121565308, 6218.977121565308, 6218.977121565308]","[87773.25577135695, 87773.25577135695, 87773.25577135695, 87773.25577135695]",Leaf smut
94,200.7720489501953,193.43626403808594,164.0849151611328,255.0,254.99610900878906,212.8333282470703,3.34625244140625,5.6613922119140625,4.054412841796875,13.8619384765625,13.508346557617188,6.3636016845703125,52.82651147217531,49.38202700671179,81.07251596538374,0.0,0.9960861503788008,94.73369564351299,29.01890706344704,37.57131422057212,31.897288461034986,36.14721140875223,35.346226167170336,17.05801756859928,"[32.66389134739205, 32.66389134739205, 32.66389134739205, 32.66389134739205, 10.30856932150369, 10.30856932150369, 10.30856932150369, 10.30856932150369, 30.401596109400028, 30.401596109400028, 30.401596109400028, 30.401596109400028, 13.221766866129615, 13.221766866129615, 13.221766866129615, 13.221766866129615, 11.582106249366758, 11.582106249366758, 11.582106249366758, 11.582106249366758, 20.33683822527511, 20.33683822527511, 20.33683822527511, 20.33683822527511]","[3081.0, 3081.0, 3081.0, 3081.0, 27.489518190676506, 27.489518190676506, 27.489518190676506, 27.489518190676506, 60.26680249612069, 60.26680249612069, 60.26680249612069, 60.26680249612069, 77.99006988084336, 77.99006988084336, 77.99006988084336, 77.99006988084336, 53.861049220080915, 53.861049220080915, 53.861049220080915, 53.861049220080915, 50.034955957215914, 50.034955957215914, 50.034955957215914, 50.034955957215914]","[6227.327782694784, 6227.327782694784, 6227.327782694784, 6227.327782694784, 75.59617502436039, 75.59617502436039, 75.59617502436039, 75.59617502436039, 181.33679721104144, 181.33679721104144, 181.33679721104144, 181.33679721104144, 182.42367349394596, 182.42367349394596, 182.42367349394596, 182.42367349394596, 130.88631093889535, 130.88631093889535, 130.88631093889535, 130.88631093889535, 140.74358836498203, 140.74358836498203, 140.74358836498203, 140.74358836498203]","[100637.44924131491, 100637.44924131491, 100637.44924131491, 100637.44924131491, 283.37760388332543, 283.37760388332543, 283.37760388332543, 283.37760388332543, 1832.2069882920428, 1832.2069882920428, 1832.2069882920428, 1832.2069882920428, 1031.1665218376681, 1031.1665218376681, 1031.1665218376681, 1031.1665218376681, 623.8243947693497, 623.8243947693497, 623.8243947693497, 623.8243947693497, 1017.5528049106651, 1017.5528049106651, 1017.5528049106651, 1017.5528049106651]",Leaf smut
95,214.7729949951172,202.10140991210938,185.06179809570312,254.80545043945312,254.75486755371094,231.405029296875,4.171142578125,4.9610137939453125,4.0116119384765625,20.853668212890625,20.065109252929688,10.231521606445312,42.7117809484606,38.4524016047666,62.899014351854674,7.04075907895904,7.9024479680341635,73.89177820850942,32.345678645142506,35.21997813162778,31.731183620637218,43.47042730292292,42.09524946776009,22.03344200457548,[],[],[],[],Leaf smut
96,200.22581481933594,191.60128784179688,161.8024139404297,255.0,255.0,250.94947814941406,5.1633453369140625,3.8948822021484375,4.99603271484375,39.05525207519531,37.9140625,20.5570068359375,48.31849625958454,43.94298078038062,74.30339441959215,0.0,0.0,31.88222615560808,35.91647151161781,31.273388914206897,35.34159022168311,58.73544935599761,56.925550058929765,31.285135770703626,"[75.53677787798294, 75.53677787798294, 75.53677787798294, 75.53677787798294, 33.44005236015083, 33.44005236015083, 33.44005236015083, 33.44005236015083, 23.408036652105583, 23.408036652105583, 23.408036652105583, 23.408036652105583]","[3081.0, 3081.0, 3081.0, 3081.0, 143.79222514864858, 143.79222514864858, 143.79222514864858, 143.79222514864858, 130.41620420458824, 130.41620420458824, 130.41620420458824, 130.41620420458824]","[6313.073555755966, 6313.073555755966, 6313.073555755966, 6313.073555755966, 354.46455501759885, 354.46455501759885, 354.46455501759885, 354.46455501759885, 307.64848171338764, 307.64848171338764, 307.64848171338764, 307.64848171338764]","[232728.81264206546, 232728.81264206546, 232728.81264206546, 232728.81264206546, 4808.419537953406, 4808.419537953406, 4808.419537953406, 4808.419537953406, 3052.787288049488, 3052.787288049488, 3052.787288049488, 3052.787288049488]",Leaf smut
97,207.2196502685547,198.69650268554688,175.48483276367188,255.0,254.93385314941406,235.0897979736328,3.5291290283203125,6.715850830078125,3.758697509765625,40.98040771484375,40.23626708984375,22.082977294921875,49.323427120040726,45.514943016745825,72.1491615298258,0.0,4.106467033055498,68.41553458091866,29.79048758451507,40.834290850926514,30.730116466103997,59.50531300694478,58.850591975859786,34.52562276721218,"[311.9332087442425, 311.9332087442425, 311.9332087442425, 311.9332087442425, 85.56295689020439, 85.56295689020439, 85.56295689020439, 85.56295689020439, 163.07888959463295, 163.07888959463295, 163.07888959463295, 163.07888959463295, 97.78623644594788, 97.78623644594788, 97.78623644594788, 97.78623644594788, 110.6865040283785, 110.6865040283785, 110.6865040283785, 110.6865040283785]","[3081.0, 3081.0, 3081.0, 3081.0, 293.35870933784366, 293.35870933784366, 293.35870933784366, 293.35870933784366, 352.7851088984831, 352.7851088984831, 352.7851088984831, 352.7851088984831, 427.814784451022, 427.814784451022, 427.814784451022, 427.814784451022, 428.5126883153705, 428.5126883153705, 428.5126883153705, 428.5126883153705]","[6785.866417488485, 6785.866417488485, 6785.866417488485, 6785.866417488485, 757.843332456096, 757.843332456096, 757.843332456096, 757.843332456096, 1031.727996986232, 1031.727996986232, 1031.727996986232, 1031.727996986232, 1051.2020417939398, 1051.2020417939398, 1051.2020417939398, 1051.2020417939398, 1078.398384687498, 1078.398384687498, 1078.398384687498, 1078.398384687498]","[961066.2161410112, 961066.2161410112, 961066.2161410112, 961066.2161410112, 25100.638600439917, 25100.638600439917, 25100.638600439917, 25100.638600439917, 57531.803824686285, 57531.803824686285, 57531.803824686285, 57531.803824686285, 41834.39766739986, 41834.39766739986, 41834.39766739986, 41834.39766739986, 47430.571401430556, 47430.571401430556, 47430.571401430556, 47430.571401430556]",Leaf smut
98,214.06454467773438,203.8023223876953,180.94522094726562,255.0,254.9883270263672,245.57212829589844,2.2762298583984375,2.6458740234375,2.793731689453125,0.383758544921875,0.372100830078125,0.17315673828125,41.451097649375846,38.62490283477958,68.05709723188598,0.0,1.7252454950104217,48.11675923913517,23.984524000349413,25.839837976052813,26.544239376141338,5.238420301034768,5.020590460285664,2.4244348157103386,"[58.86069025819027, 58.86069025819027, 58.86069025819027, 58.86069025819027]","[3081.0, 3081.0, 3081.0, 3081.0]","[6279.72138051638, 6279.72138051638, 6279.72138051638, 6279.72138051638]","[181349.7866854842, 181349.7866854842, 181349.7866854842, 181349.7866854842]",Leaf smut
99,198.72483825683594,192.96812438964844,165.71958923339844,255.0,255.0,219.9071502685547,2.1205902099609375,2.19451904296875,2.6030731201171875,1.7623443603515625,1.7470855712890625,1.172637939453125,57.32328017868316,48.569048059232486,76.48757752840835,0.0,0.0,87.84741646311947,23.15715009886702,23.55390502925319,25.6321605792646,9.086079838044045,8.982058926457306,6.317840763531932,"[38.080541705612106, 38.080541705612106, 38.080541705612106, 38.080541705612106, 21.857272076253796, 21.857272076253796, 21.857272076253796, 21.857272076253796]","[3081.0, 3081.0, 3081.0, 3081.0, 1678.0599941705545, 1678.0599941705545, 1678.0599941705545, 1678.0599941705545]","[6238.161083411224, 6238.161083411224, 6238.161083411224, 6238.161083411224, 3399.8345324936167, 3399.8345324936167, 3399.8345324936167, 3399.8345324936167]","[117326.1489949909, 117326.1489949909, 117326.1489949909, 117326.1489949909, 36677.81385286267, 36677.81385286267, 36677.81385286267, 36677.81385286267]",Leaf smut
100,207.96482849121094,198.88807678222656,178.1132354736328,255.0,255.0,223.5179901123047,2.0038604736328125,2.093353271484375,2.498016357421875,0.7646331787109375,0.7179107666015625,0.622039794921875,53.63425690108124,44.59994530836056,69.09744642643655,0.0,0.0,83.88561005794355,22.515971308797212,23.00919286522848,25.114818044744638,3.812080668981061,3.554262544014369,3.1986151696162475,"[28.021027672394958, 28.021027672394958, 28.021027672394958, 28.021027672394958, 54.982929285825584, 54.982929285825584, 54.982929285825584, 54.982929285825584]","[3080.9999999999995, 3080.9999999999995, 3080.9999999999995, 3080.9999999999995, 3079.3270483575648, 3079.3270483575648, 3079.3270483575648, 3079.3270483575648]","[6218.042055344789, 6218.042055344789, 6218.042055344789, 6218.042055344789, 6268.619955286781, 6268.619955286781, 6268.619955286781, 6268.619955286781]","[86332.78625864885, 86332.78625864885, 86332.78625864885, 86332.78625864885, 169310.421347774, 169310.421347774, 169310.421347774, 169310.421347774]",Leaf smut
101,201.4216766357422,194.40248107910156,171.8361053466797,255.0,255.0,193.34335327148438,4.038848876953125,3.6692047119140625,2.980499267578125,7.4532318115234375,7.1394500732421875,3.2046356201171875,59.76637534840597,51.8787765057156,80.65040352419729,0.0,0.0,109.18288707469915,31.836993629615552,30.367484886308144,27.407005260487477,25.408988748490593,23.810976977014704,11.049594834920823,"[50.03542287876767, 50.03542287876767, 50.03542287876767, 50.03542287876767]","[3081.0, 3081.0, 3081.0, 3081.0]","[6262.070845757536, 6262.070845757536, 6262.070845757536, 6262.070845757536]","[154159.1378894832, 154159.1378894832, 154159.1378894832, 154159.1378894832]",Leaf smut
